id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
2047,HD 1397 b,260,0.415 Jupiters,7.79,2018
2048,HD 14067 b,463,15.737 Jupiters,6.53329,2014
2049,HD 140901 b,50,15.57359 Earths,6.012,2022
2050,HD 133131 B b,167,2.5 Jupiters,8.413,2016
2051,HD 134060 b,78,10.1 Earths,6.29,2019
2052,HD 134060 c,78,29.29 Earths,6.29,2019
2053,HD 134987 b,85,1.61 Jupiters,6.47,1999
2054,HD 134987 c,85,0.82 Jupiters,6.47,2009
2055,HD 135872 b,269,5.489 Jupiters,7.28103,2022
2056,HD 136118 b,168,13.102 Jupiters,6.9456,2022
2057,HD 136352 b,48,4.72 Earths,5.655,2019
2058,HD 136352 c,48,11.24 Earths,5.655,2019
2059,HD 136352 d,48,8.82 Earths,5.655,2019
2060,HD 136418 b,343,2.14 Jupiters,7.849,2009
2061,HD 136925 b,156,0.84 Jupiters,7.91433,2021
2062,HD 13724 c,142,0.16 Jupiters,7.89,2022
2063,HD 137388 b,132,0.2 Jupiters,8.71,2011
2064,HD 137496 b,507,4.04 Earths,9.899,2021
2065,HD 137496 c,507,7.66 Jupiters,9.899,2021
2066,HD 13808 b,92,11.2 Earths,8.36,2021
2067,HD 13808 c,92,9.96 Earths,8.36,2021
2068,HD 13908 b,259,0.865 Jupiters,7.52,2013
2069,HD 13908 c,259,5.13 Jupiters,7.52,2013
2070,HD 13931 b,155,2.8 Jupiters,7.61,2009
2071,HD 139357 b,366,19.871 Jupiters,5.97272,2008
2072,HD 1397 b,260,0.415 Jupiters,7.79,2018
2073,HD 14067 b,463,15.737 Jupiters,6.53329,2014
2074,HD 140901 b,50,15.57359 Earths,6.012,2022
2075,HD 133131 B b,167,2.5 Jupiters,8.413,2016
2076,HD 134060 b,78,10.1 Earths,6.29,2019
2077,HD 134060 c,78,29.29 Earths,6.29,2019
2078,HD 134987 b,85,1.61 Jupiters,6.47,1999
2079,HD 134987 c,85,0.82 Jupiters,6.47,2009
2080,HD 135872 b,269,5.489 Jupiters,7.28103,2022
2081,HD 136118 b,168,13.102 Jupiters,6.9456,2022
2082,HD 136352 b,48,4.72 Earths,5.655,2019
2083,HD 136352 c,48,11.24 Earths,5.655,2019
2084,HD 136352 d,48,8.82 Earths,5.655,2019
2085,HD 136418 b,343,2.14 Jupiters,7.849,2009
2086,HD 136925 b,156,0.84 Jupiters,7.91433,2021
2087,HD 13724 c,142,0.16 Jupiters,7.89,2022
2088,HD 137388 b,132,0.2 Jupiters,8.71,2011
2089,HD 137496 b,507,4.04 Earths,9.899,2021
2090,HD 137496 c,507,7.66 Jupiters,9.899,2021
2091,HD 13808 b,92,11.2 Earths,8.36,2021
2092,HD 13808 c,92,9.96 Earths,8.36,2021
2093,HD 13908 b,259,0.865 Jupiters,7.52,2013
2094,HD 13908 c,259,5.13 Jupiters,7.52,2013
2095,HD 13931 b,155,2.8 Jupiters,7.61,2009
2096,HD 139357 b,366,19.871 Jupiters,5.97272,2008
2097,HD 1397 b,260,0.415 Jupiters,7.79,2018
2098,HD 14067 b,463,15.737 Jupiters,6.53329,2014
2099,HD 140901 b,50,15.57359 Earths,6.012,2022
2100,HD 133131 B b,167,2.5 Jupiters,8.413,2016
2101,HD 134060 b,78,10.1 Earths,6.29,2019
2102,HD 134060 c,78,29.29 Earths,6.29,2019
2103,HD 134987 b,85,1.61 Jupiters,6.47,1999
2104,HD 134987 c,85,0.82 Jupiters,6.47,2009
2105,HD 135872 b,269,5.489 Jupiters,7.28103,2022
2106,HD 136118 b,168,13.102 Jupiters,6.9456,2022
2107,HD 136352 b,48,4.72 Earths,5.655,2019
2108,HD 136352 c,48,11.24 Earths,5.655,2019
2109,HD 136352 d,48,8.82 Earths,5.655,2019
2110,HD 136418 b,343,2.14 Jupiters,7.849,2009
2111,HD 136925 b,156,0.84 Jupiters,7.91433,2021
2112,HD 13724 c,142,0.16 Jupiters,7.89,2022
2113,HD 137388 b,132,0.2 Jupiters,8.71,2011
2114,HD 137496 b,507,4.04 Earths,9.899,2021
2115,HD 137496 c,507,7.66 Jupiters,9.899,2021
2116,HD 13808 b,92,11.2 Earths,8.36,2021
2117,HD 13808 c,92,9.96 Earths,8.36,2021
2118,HD 13908 b,259,0.865 Jupiters,7.52,2013
2119,HD 13908 c,259,5.13 Jupiters,7.52,2013
2120,HD 13931 b,155,2.8 Jupiters,7.61,2009
2121,HD 139357 b,366,19.871 Jupiters,5.97272,2008
2122,HD 1397 b,260,0.415 Jupiters,7.79,2018
2123,HD 14067 b,463,15.737 Jupiters,6.53329,2014
2124,HD 140901 b,50,15.57359 Earths,6.012,2022
2125,HD 140901 c,50,6.284 Jupiters,6.012,2022
2126,HD 141004 b,39,13.63484 Earths,4.422,2021
2127,HD 141399 b,121,0.451 Jupiters,7.20856,2014
2128,HD 141399 c,121,1.33 Jupiters,7.20856,2014
2129,HD 141399 d,121,1.18 Jupiters,7.20856,2014
2130,HD 141399 e,121,0.66 Jupiters,7.20856,2014
2131,HD 141937 b,109,9.69 Jupiters,7.25,2002
2132,HD 142022 A b,112,4.51 Jupiters,7.7,2005
2133,HD 142245 b,317,3.07 Jupiters,7.46,2011
2134,HD 142415 b,116,1.67 Jupiters,7.33,2003
2135,HD 142 A d,85,0.26 Jupiters,5.7,2022
2136,HD 142 b,85,1.249 Jupiters,5.7,2001
2137,HD 142 c,85,10.901 Jupiters,5.7,2012
2138,HD 143105 b,153,1.21 Jupiters,6.77005,2016
2139,HD 143361 b,223,4.35 Jupiters,9.2,2008
2140,HD 144899 b,377,20.34102 Earths,8.97,2022
2141,HD 145377 b,174,6.02 Jupiters,9.236,2008
2142,HD 145457 b,441,2.23 Jupiters,6.57226,2010
2143,HD 145675 c,58,5.025 Jupiters,6.61935,2021
2144,HD 145934 b,743,2.072 Jupiters,8.495,2015
2145,HD 1461 b,77,6.44 Earths,6.47933,2010
2146,HD 1461 c,77,5.59 Earths,6.47933,2015
2147,HD 147018 b,132,2.12 Jupiters,8.3,2009
2148,HD 147018 c,132,6.56 Jupiters,8.3,2009
2149,HD 147379 b,35,28.55 Earths,8.61,2017
2150,HD 147513 b,42,1.21 Jupiters,5.37,2003
2151,HD 147873 b,356,5.14 Jupiters,7.96,2016
2152,HD 147873 c,356,2.3 Jupiters,7.96,2016
2153,HD 14787 b,389,1.121 Jupiters,7.63,2018
2154,HD 148156 b,186,0.85 Jupiters,7.69,2009
2155,HD 148164 b,252,1.23 Jupiters,8.23,2018
2156,HD 148164 c,252,5.16 Jupiters,8.23,2018
2157,HD 148427 b,233,1.3 Jupiters,6.90498,2009
2158,HD 149026 b,247,0.38 Jupiters,8.15,2005
2159,HD 149143 b,239,1.33 Jupiters,7.89,2005
2160,HD 149806 b,66,12.597 Jupiters,7.08308,2022
2161,HD 150010 b,471,2.4 Jupiters,6.2893,2022
2162,HD 1502 b,623,2.75 Jupiters,8.36,2011
2163,HD 150706 b,92,2.43 Jupiters,7.03,2012
2164,HD 151450 b,142,38.45724 Earths,7.43,2022
2165,HD 151450 c,142,5.148 Jupiters,7.43,2022
2166,HD 152079 b,287,2.661 Jupiters,9.18,2009
2167,HD 152581 b,541,1.869 Jupiters,8.38,2011
2168,HD 152843 b,352,11.56 Earths,8.855,2021
2169,HD 152843 c,352,27.5 Earths,8.855,2021
2170,HD 15337 b,146,7.51 Earths,9.1,2019
2171,HD 15337 c,146,8.11 Earths,9.1,2019
2172,HD 153557 b,59,20.34102 Earths,7.83,2022
2173,HD 153557 c,59,17.48056 Earths,7.83,2022
2174,HD 153557 d,59,27.454 Jupiters,7.83,2022
2175,HD 147513 b,42,1.21 Jupiters,5.37,2003
2176,HD 147873 b,356,5.14 Jupiters,7.96,2016
2177,HD 147873 c,356,2.3 Jupiters,7.96,2016
2178,HD 14787 b,389,1.121 Jupiters,7.63,2018
2179,HD 148156 b,186,0.85 Jupiters,7.69,2009
2180,HD 148164 b,252,1.23 Jupiters,8.23,2018
2181,HD 148164 c,252,5.16 Jupiters,8.23,2018
2182,HD 148427 b,233,1.3 Jupiters,6.90498,2009
2183,HD 149026 b,247,0.38 Jupiters,8.15,2005
2184,HD 149143 b,239,1.33 Jupiters,7.89,2005
2185,HD 149806 b,66,12.597 Jupiters,7.08308,2022
2186,HD 150010 b,471,2.4 Jupiters,6.2893,2022
2187,HD 1502 b,623,2.75 Jupiters,8.36,2011
2188,HD 150706 b,92,2.43 Jupiters,7.03,2012
2189,HD 151450 b,142,38.45724 Earths,7.43,2022
2190,HD 151450 c,142,5.148 Jupiters,7.43,2022
2191,HD 152079 b,287,2.661 Jupiters,9.18,2009
2192,HD 152581 b,541,1.869 Jupiters,8.38,2011
2193,HD 152843 b,352,11.56 Earths,8.855,2021
2194,HD 152843 c,352,27.5 Earths,8.855,2021
2195,HD 15337 b,146,7.51 Earths,9.1,2019
2196,HD 15337 c,146,8.11 Earths,9.1,2019
2197,HD 153557 b,59,20.34102 Earths,7.83,2022
2198,HD 153557 c,59,17.48056 Earths,7.83,2022
2199,HD 153557 d,59,27.454 Jupiters,7.83,2022
2200,HD 147513 b,42,1.21 Jupiters,5.37,2003
2201,HD 147873 b,356,5.14 Jupiters,7.96,2016
2202,HD 147873 c,356,2.3 Jupiters,7.96,2016
2203,HD 14787 b,389,1.121 Jupiters,7.63,2018
2204,HD 148156 b,186,0.85 Jupiters,7.69,2009
2205,HD 148164 b,252,1.23 Jupiters,8.23,2018
2206,HD 148164 c,252,5.16 Jupiters,8.23,2018
2207,HD 148427 b,233,1.3 Jupiters,6.90498,2009
2208,HD 149026 b,247,0.38 Jupiters,8.15,2005
2209,HD 149143 b,239,1.33 Jupiters,7.89,2005
2210,HD 149806 b,66,12.597 Jupiters,7.08308,2022
2211,HD 150010 b,471,2.4 Jupiters,6.2893,2022
2212,HD 1502 b,623,2.75 Jupiters,8.36,2011
2213,HD 150706 b,92,2.43 Jupiters,7.03,2012
2214,HD 151450 b,142,38.45724 Earths,7.43,2022
2215,HD 151450 c,142,5.148 Jupiters,7.43,2022
2216,HD 152079 b,287,2.661 Jupiters,9.18,2009
2217,HD 152581 b,541,1.869 Jupiters,8.38,2011
2218,HD 152843 b,352,11.56 Earths,8.855,2021
2219,HD 152843 c,352,27.5 Earths,8.855,2021
2220,HD 15337 b,146,7.51 Earths,9.1,2019
2221,HD 15337 c,146,8.11 Earths,9.1,2019
2222,HD 153557 b,59,20.34102 Earths,7.83,2022
2223,HD 153557 c,59,17.48056 Earths,7.83,2022
2224,HD 153557 d,59,27.454 Jupiters,7.83,2022
2225,HD 147513 b,42,1.21 Jupiters,5.37,2003
2226,HD 147873 b,356,5.14 Jupiters,7.96,2016
2227,HD 147873 c,356,2.3 Jupiters,7.96,2016
2228,HD 14787 b,389,1.121 Jupiters,7.63,2018
2229,HD 148156 b,186,0.85 Jupiters,7.69,2009
2230,HD 148164 b,252,1.23 Jupiters,8.23,2018
2231,HD 148164 c,252,5.16 Jupiters,8.23,2018
2232,HD 148427 b,233,1.3 Jupiters,6.90498,2009
2233,HD 149026 b,247,0.38 Jupiters,8.15,2005
2234,HD 149143 b,239,1.33 Jupiters,7.89,2005
2235,HD 149806 b,66,12.597 Jupiters,7.08308,2022
2236,HD 150010 b,471,2.4 Jupiters,6.2893,2022
2237,HD 1502 b,623,2.75 Jupiters,8.36,2011
2238,HD 150706 b,92,2.43 Jupiters,7.03,2012
2239,HD 151450 b,142,38.45724 Earths,7.43,2022
2240,HD 151450 c,142,5.148 Jupiters,7.43,2022
2241,HD 152079 b,287,2.661 Jupiters,9.18,2009
2242,HD 152581 b,541,1.869 Jupiters,8.38,2011
2243,HD 152843 b,352,11.56 Earths,8.855,2021
2244,HD 152843 c,352,27.5 Earths,8.855,2021
2245,HD 15337 b,146,7.51 Earths,9.1,2019
2246,HD 15337 c,146,8.11 Earths,9.1,2019
2247,HD 153557 b,59,20.34102 Earths,7.83,2022
2248,HD 153557 c,59,17.48056 Earths,7.83,2022
2249,HD 153557 d,59,27.454 Jupiters,7.83,2022
2250,HD 147513 b,42,1.21 Jupiters,5.37,2003
2251,HD 147873 b,356,5.14 Jupiters,7.96,2016
2252,HD 147873 c,356,2.3 Jupiters,7.96,2016
2253,HD 14787 b,389,1.121 Jupiters,7.63,2018
2254,HD 148156 b,186,0.85 Jupiters,7.69,2009
2255,HD 148164 b,252,1.23 Jupiters,8.23,2018
2256,HD 148164 c,252,5.16 Jupiters,8.23,2018
2257,HD 148427 b,233,1.3 Jupiters,6.90498,2009
2258,HD 149026 b,247,0.38 Jupiters,8.15,2005
2259,HD 149143 b,239,1.33 Jupiters,7.89,2005
2260,HD 149806 b,66,12.597 Jupiters,7.08308,2022
2261,HD 150010 b,471,2.4 Jupiters,6.2893,2022
2262,HD 1502 b,623,2.75 Jupiters,8.36,2011
2263,HD 150706 b,92,2.43 Jupiters,7.03,2012
2264,HD 151450 b,142,38.45724 Earths,7.43,2022
2265,HD 151450 c,142,5.148 Jupiters,7.43,2022
2266,HD 152079 b,287,2.661 Jupiters,9.18,2009
2267,HD 152581 b,541,1.869 Jupiters,8.38,2011
2268,HD 152843 b,352,11.56 Earths,8.855,2021
2269,HD 152843 c,352,27.5 Earths,8.855,2021
2270,HD 15337 b,146,7.51 Earths,9.1,2019
2271,HD 15337 c,146,8.11 Earths,9.1,2019
2272,HD 153557 b,59,20.34102 Earths,7.83,2022
2273,HD 153557 c,59,17.48056 Earths,7.83,2022
2274,HD 153557 d,59,27.454 Jupiters,7.83,2022
2275,HD 147513 b,42,1.21 Jupiters,5.37,2003
2276,HD 147873 b,356,5.14 Jupiters,7.96,2016
2277,HD 147873 c,356,2.3 Jupiters,7.96,2016
2278,HD 14787 b,389,1.121 Jupiters,7.63,2018
2279,HD 148156 b,186,0.85 Jupiters,7.69,2009
2280,HD 148164 b,252,1.23 Jupiters,8.23,2018
2281,HD 148164 c,252,5.16 Jupiters,8.23,2018
2282,HD 148427 b,233,1.3 Jupiters,6.90498,2009
2283,HD 149026 b,247,0.38 Jupiters,8.15,2005
2284,HD 149143 b,239,1.33 Jupiters,7.89,2005
2285,HD 149806 b,66,12.597 Jupiters,7.08308,2022
2286,HD 150010 b,471,2.4 Jupiters,6.2893,2022
2287,HD 1502 b,623,2.75 Jupiters,8.36,2011
2288,HD 150706 b,92,2.43 Jupiters,7.03,2012
2289,HD 151450 b,142,38.45724 Earths,7.43,2022
2290,HD 151450 c,142,5.148 Jupiters,7.43,2022
2291,HD 152079 b,287,2.661 Jupiters,9.18,2009
2292,HD 152581 b,541,1.869 Jupiters,8.38,2011
2293,HD 152843 b,352,11.56 Earths,8.855,2021
2294,HD 152843 c,352,27.5 Earths,8.855,2021
2295,HD 15337 b,146,7.51 Earths,9.1,2019
2296,HD 15337 c,146,8.11 Earths,9.1,2019
2297,HD 153557 b,59,20.34102 Earths,7.83,2022
2298,HD 153557 c,59,17.48056 Earths,7.83,2022
2299,HD 153557 d,59,27.454 Jupiters,7.83,2022
2300,HD 147513 b,42,1.21 Jupiters,5.37,2003
2301,HD 147873 b,356,5.14 Jupiters,7.96,2016
2302,HD 147873 c,356,2.3 Jupiters,7.96,2016
2303,HD 14787 b,389,1.121 Jupiters,7.63,2018
2304,HD 148156 b,186,0.85 Jupiters,7.69,2009
2305,HD 148164 b,252,1.23 Jupiters,8.23,2018
2306,HD 148164 c,252,5.16 Jupiters,8.23,2018
2307,HD 148427 b,233,1.3 Jupiters,6.90498,2009
2308,HD 149026 b,247,0.38 Jupiters,8.15,2005
2309,HD 149143 b,239,1.33 Jupiters,7.89,2005
2310,HD 149806 b,66,12.597 Jupiters,7.08308,2022
2311,HD 150010 b,471,2.4 Jupiters,6.2893,2022
2312,HD 1502 b,623,2.75 Jupiters,8.36,2011
2313,HD 150706 b,92,2.43 Jupiters,7.03,2012
2314,HD 151450 b,142,38.45724 Earths,7.43,2022
2315,HD 151450 c,142,5.148 Jupiters,7.43,2022
2316,HD 152079 b,287,2.661 Jupiters,9.18,2009
2317,HD 152581 b,541,1.869 Jupiters,8.38,2011
2318,HD 152843 b,352,11.56 Earths,8.855,2021
2319,HD 152843 c,352,27.5 Earths,8.855,2021
2320,HD 15337 b,146,7.51 Earths,9.1,2019
2321,HD 15337 c,146,8.11 Earths,9.1,2019
2322,HD 153557 b,59,20.34102 Earths,7.83,2022
2323,HD 153557 c,59,17.48056 Earths,7.83,2022
2324,HD 153557 d,59,27.454 Jupiters,7.83,2022
2325,HD 147513 b,42,1.21 Jupiters,5.37,2003
2326,HD 147873 b,356,5.14 Jupiters,7.96,2016
2327,HD 147873 c,356,2.3 Jupiters,7.96,2016
2328,HD 14787 b,389,1.121 Jupiters,7.63,2018
2329,HD 148156 b,186,0.85 Jupiters,7.69,2009
2330,HD 148164 b,252,1.23 Jupiters,8.23,2018
2331,HD 148164 c,252,5.16 Jupiters,8.23,2018
2332,HD 148427 b,233,1.3 Jupiters,6.90498,2009
2333,HD 149026 b,247,0.38 Jupiters,8.15,2005
2334,HD 149143 b,239,1.33 Jupiters,7.89,2005
2335,HD 149806 b,66,12.597 Jupiters,7.08308,2022
2336,HD 150010 b,471,2.4 Jupiters,6.2893,2022
2337,HD 1502 b,623,2.75 Jupiters,8.36,2011
2338,HD 150706 b,92,2.43 Jupiters,7.03,2012
2339,HD 151450 b,142,38.45724 Earths,7.43,2022
2340,HD 151450 c,142,5.148 Jupiters,7.43,2022
2341,HD 152079 b,287,2.661 Jupiters,9.18,2009
2342,HD 152581 b,541,1.869 Jupiters,8.38,2011
2343,HD 152843 b,352,11.56 Earths,8.855,2021
2344,HD 152843 c,352,27.5 Earths,8.855,2021
2345,HD 15337 b,146,7.51 Earths,9.1,2019
2346,HD 15337 c,146,8.11 Earths,9.1,2019
2347,HD 153557 b,59,20.34102 Earths,7.83,2022
2348,HD 153557 c,59,17.48056 Earths,7.83,2022
2349,HD 153557 d,59,27.454 Jupiters,7.83,2022
2350,HD 147513 b,42,1.21 Jupiters,5.37,2003
2351,HD 147873 b,356,5.14 Jupiters,7.96,2016
2352,HD 147873 c,356,2.3 Jupiters,7.96,2016
2353,HD 14787 b,389,1.121 Jupiters,7.63,2018
2354,HD 148156 b,186,0.85 Jupiters,7.69,2009
2355,HD 148164 b,252,1.23 Jupiters,8.23,2018
2356,HD 148164 c,252,5.16 Jupiters,8.23,2018
2357,HD 148427 b,233,1.3 Jupiters,6.90498,2009
2358,HD 149026 b,247,0.38 Jupiters,8.15,2005
2359,HD 149143 b,239,1.33 Jupiters,7.89,2005
2360,HD 149806 b,66,12.597 Jupiters,7.08308,2022
2361,HD 150010 b,471,2.4 Jupiters,6.2893,2022
2362,HD 1502 b,623,2.75 Jupiters,8.36,2011
2363,HD 150706 b,92,2.43 Jupiters,7.03,2012
2364,HD 151450 b,142,38.45724 Earths,7.43,2022
2365,HD 151450 c,142,5.148 Jupiters,7.43,2022
2366,HD 152079 b,287,2.661 Jupiters,9.18,2009
2367,HD 152581 b,541,1.869 Jupiters,8.38,2011
2368,HD 152843 b,352,11.56 Earths,8.855,2021
2369,HD 152843 c,352,27.5 Earths,8.855,2021
2370,HD 15337 b,146,7.51 Earths,9.1,2019
2371,HD 15337 c,146,8.11 Earths,9.1,2019
2372,HD 153557 b,59,20.34102 Earths,7.83,2022
2373,HD 153557 c,59,17.48056 Earths,7.83,2022
2374,HD 153557 d,59,27.454 Jupiters,7.83,2022
2375,HD 147513 b,42,1.21 Jupiters,5.37,2003
2376,HD 147873 b,356,5.14 Jupiters,7.96,2016
2377,HD 147873 c,356,2.3 Jupiters,7.96,2016
2378,HD 14787 b,389,1.121 Jupiters,7.63,2018
2379,HD 148156 b,186,0.85 Jupiters,7.69,2009
2380,HD 148164 b,252,1.23 Jupiters,8.23,2018
2381,HD 148164 c,252,5.16 Jupiters,8.23,2018
2382,HD 148427 b,233,1.3 Jupiters,6.90498,2009
2383,HD 149026 b,247,0.38 Jupiters,8.15,2005
2384,HD 149143 b,239,1.33 Jupiters,7.89,2005
2385,HD 149806 b,66,12.597 Jupiters,7.08308,2022
2386,HD 150010 b,471,2.4 Jupiters,6.2893,2022
2387,HD 1502 b,623,2.75 Jupiters,8.36,2011
2388,HD 150706 b,92,2.43 Jupiters,7.03,2012
2389,HD 151450 b,142,38.45724 Earths,7.43,2022
2390,HD 151450 c,142,5.148 Jupiters,7.43,2022
2391,HD 152079 b,287,2.661 Jupiters,9.18,2009
2392,HD 152581 b,541,1.869 Jupiters,8.38,2011
2393,HD 152843 b,352,11.56 Earths,8.855,2021
2394,HD 152843 c,352,27.5 Earths,8.855,2021
2395,HD 15337 b,146,7.51 Earths,9.1,2019
2396,HD 15337 c,146,8.11 Earths,9.1,2019
2397,HD 153557 b,59,20.34102 Earths,7.83,2022
2398,HD 153557 c,59,17.48056 Earths,7.83,2022
2399,HD 153557 d,59,27.454 Jupiters,7.83,2022
2400,HD 147513 b,42,1.21 Jupiters,5.37,2003
2401,HD 147873 b,356,5.14 Jupiters,7.96,2016
2402,HD 147873 c,356,2.3 Jupiters,7.96,2016
2403,HD 14787 b,389,1.121 Jupiters,7.63,2018
2404,HD 148156 b,186,0.85 Jupiters,7.69,2009
2405,HD 148164 b,252,1.23 Jupiters,8.23,2018
2406,HD 148164 c,252,5.16 Jupiters,8.23,2018
2407,HD 148427 b,233,1.3 Jupiters,6.90498,2009
2408,HD 149026 b,247,0.38 Jupiters,8.15,2005
2409,HD 149143 b,239,1.33 Jupiters,7.89,2005
2410,HD 149806 b,66,12.597 Jupiters,7.08308,2022
2411,HD 150010 b,471,2.4 Jupiters,6.2893,2022
2412,HD 1502 b,623,2.75 Jupiters,8.36,2011
2413,HD 150706 b,92,2.43 Jupiters,7.03,2012
2414,HD 151450 b,142,38.45724 Earths,7.43,2022
2415,HD 151450 c,142,5.148 Jupiters,7.43,2022
2416,HD 152079 b,287,2.661 Jupiters,9.18,2009
2417,HD 152581 b,541,1.869 Jupiters,8.38,2011
2418,HD 152843 b,352,11.56 Earths,8.855,2021
2419,HD 152843 c,352,27.5 Earths,8.855,2021
2420,HD 15337 b,146,7.51 Earths,9.1,2019
2421,HD 15337 c,146,8.11 Earths,9.1,2019
2422,HD 153557 b,59,20.34102 Earths,7.83,2022
2423,HD 153557 c,59,17.48056 Earths,7.83,2022
2424,HD 153557 d,59,27.454 Jupiters,7.83,2022
2425,HD 153950 b,158,2.95 Jupiters,7.39,2008
2426,HD 154088 b,60,6.6 Earths,6.59,2021
2427,HD 154345 b,60,1.19 Jupiters,6.76,2006
2428,HD 154672 b,206,5.37 Jupiters,8.21,2008
2429,HD 154857 b,207,2.45 Jupiters,7.24,2004
2430,HD 154857 c,207,2.58 Jupiters,7.24,2014
2431,HD 155193 b,189,0.75 Jupiters,7.0092,2021
2432,HD 155358 b,142,0.99 Jupiters,7.28,2007
2433,HD 155358 c,142,0.82 Jupiters,7.28,2007
2434,HD 155918 b,90,7.62788 Earths,7,2022
2435,HD 155918 c,90,5.909 Jupiters,7,2022
2436,HD 156098 b,157,15.89142 Earths,5.53,2022
2437,HD 156098 c,157,5.228 Jupiters,5.53,2022
2438,HD 156279 b,118,9.432 Jupiters,8.07,2011
2439,HD 156279 c,118,9.75 Jupiters,8.07,2018
2440,HD 156411 b,185,0.74 Jupiters,6.67,2009
2441,HD 156668 b,79,4.15 Earths,8.43,2010
2442,HD 156668 c,79,31.4968 Earths,8.43,2021
2443,HD 156846 b,156,10.67 Jupiters,6.5,2007
2444,HD 158038 b,309,1.53 Jupiters,7.47,2011
2445,HD 158259 b,88,2.22 Earths,6.47915,2020
2446,HD 158259 c,88,5.6 Earths,6.47915,2020
2447,HD 158259 d,88,5.41 Earths,6.47915,2020
2448,HD 158259 e,88,6.08 Earths,6.47915,2020
2449,HD 158259 f,88,6.14 Earths,6.47915,2020
2450,HD 153950 b,158,2.95 Jupiters,7.39,2008
2451,HD 154088 b,60,6.6 Earths,6.59,2021
2452,HD 154345 b,60,1.19 Jupiters,6.76,2006
2453,HD 154672 b,206,5.37 Jupiters,8.21,2008
2454,HD 154857 b,207,2.45 Jupiters,7.24,2004
2455,HD 154857 c,207,2.58 Jupiters,7.24,2014
2456,HD 155193 b,189,0.75 Jupiters,7.0092,2021
2457,HD 155358 b,142,0.99 Jupiters,7.28,2007
2458,HD 155358 c,142,0.82 Jupiters,7.28,2007
2459,HD 155918 b,90,7.62788 Earths,7,2022
2460,HD 155918 c,90,5.909 Jupiters,7,2022
2461,HD 156098 b,157,15.89142 Earths,5.53,2022
2462,HD 156098 c,157,5.228 Jupiters,5.53,2022
2463,HD 156279 b,118,9.432 Jupiters,8.07,2011
2464,HD 156279 c,118,9.75 Jupiters,8.07,2018
2465,HD 156411 b,185,0.74 Jupiters,6.67,2009
2466,HD 156668 b,79,4.15 Earths,8.43,2010
2467,HD 156668 c,79,31.4968 Earths,8.43,2021
2468,HD 156846 b,156,10.67 Jupiters,6.5,2007
2469,HD 158038 b,309,1.53 Jupiters,7.47,2011
2470,HD 158259 b,88,2.22 Earths,6.47915,2020
2471,HD 158259 c,88,5.6 Earths,6.47915,2020
2472,HD 158259 d,88,5.41 Earths,6.47915,2020
2473,HD 158259 e,88,6.08 Earths,6.47915,2020
2474,HD 158259 f,88,6.14 Earths,6.47915,2020
2475,HD 158996 b,925,14 Jupiters,5.72291,2018
2476,HD 15906 b,149,5.65 Earths,9.78,2023
2477,HD 15906 c,149,8.91 Earths,9.78,2023
2478,HD 159243 b,239,1.13 Jupiters,8.65,2013
2479,HD 159243 c,239,1.9 Jupiters,8.65,2013
2480,HD 159868 b,182,2.218 Jupiters,7.24,2006
2481,HD 159868 c,182,0.768 Jupiters,7.24,2012
2482,HD 1605 b,290,0.934 Jupiters,7.52,2015
2483,HD 1605 c,290,3.62 Jupiters,7.52,2015
2484,HD 160691 b,51,4.3 Jupiters,5.124,2000
2485,HD 160691 c,51,4.4 Jupiters,5.124,2004
2486,HD 160691 d,51,10.17 Earths,5.124,2004
2487,HD 160691 e,51,7 Jupiters,5.124,2006
2488,HD 161178 b,350,0.57 Jupiters,5.88375,2021
2489,HD 16141 b,123,0.26 Jupiters,6.834,2000
2490,HD 16175 b,195,5.9 Jupiters,7.297,2009
2491,HD 162020 b,101,9.84 Jupiters,9.1,2002
2492,HD 163607 b,221,0.7836 Jupiters,8,2010
2493,HD 163607 c,221,2.201 Jupiters,8,2010
2494,HD 16417 b,83,22.1 Earths,5.78,2008
2495,HD 164509 b,173,0.443 Jupiters,8.1,2010
2496,HD 164595 b,92,16.14 Earths,7.08597,2015
2497,HD 164604 b,128,1.99792 Jupiters,9.62,2009
2498,HD 164922 b,72,0.36497 Jupiters,7.01227,2005
2499,HD 164922 c,72,13 Earths,7.01227,2016
